Id,Block,Street_Name,Town,Latitude,Longitude,Postal_Code,Near_Supermarkets,Near_Mrts,Near_Foodcourts,Near_Clinics,Near_Dengues,Supermarket_Score,Mrt_Score,Foodcourt_Score,Clinic_Score,Dengue_Score
1710,102B,PUNGGOL FIELD,PUNGGOL,1.399,103.905,822102,"[[159, 470.362]]","[[54, 715.221]]",[],"[[1525, 105.162]]",[],3.283,0.766,0,2.415,10
1711,196C,PUNGGOL FIELD,PUNGGOL,1.399,103.907,823196,"[[162, 343.488]]","[[54, 840.651]]",[],"[[1525, 130.241]]",[],3.745,0.428,0,2.529,10
1712,589A,MONTREAL DR,SEMBAWANG,1.45,103.826,751589,"[[293, 745.951]]","[[28, 640.046]]",[],"[[1518, 316.762]]",[],1.222,0.968,0,0.843,10
1713,589B,MONTREAL DR,SEMBAWANG,1.45,103.825,752589,"[[293, 713.874]]","[[28, 607.752]]",[],"[[1518, 285.796]]",[],1.402,1.054,0,0.965,10
1714,317A,ANCHORVALE RD,SENGKANG,1.394,103.888,541317,"[[153, 894.506]]","[[73, 872.689]]",[],"[[1273, 117.553]]",[],0.144,0.342,0,0.944,10
1715,317B,ANCHORVALE RD,SENGKANG,1.394,103.889,542317,"[[153, 831.155]]","[[73, 808.713]]",[],"[[1273, 54.428]]",[],0.231,0.514,0,1.157,10
1716,184C,RIVERVALE CRES,SENGKANG,1.393,103.908,543184,"[[150, 312.616]]",[],[],"[[325, 241.755]]",[],2.392,0,0,2.802,10
1717,690A,CHOA CHU KANG CRES,CHOA CHU KANG,1.403,103.752,681690,"[[282, 824.822]]","[[101, 742.241]]",[],"[[1332, 738.529]]",[],0.239,0.693,0,0.272,10
1718,655A,JURONG WEST ST 61,JURONG WEST,1.336,103.698,641655,"[[387, 333.973]]","[[3, 261.888]]",[],"[[947, 224.881]]",[],2.874,2.228,0,0.565,10
1719,171B,EDGEDALE PLAINS,PUNGGOL,1.395,103.913,822171,"[[161, 87.532]]",[],[],"[[1490, 87.532]]",[],3.316,0,0,2.446,10
1720,171C,EDGEDALE PLAINS,PUNGGOL,1.395,103.913,823171,"[[161, 85.584]]",[],[],"[[1490, 85.584]]",[],3.086,0,0,2.144,10
1721,105D,EDGEFIELD PLAINS,PUNGGOL,1.397,103.905,824105,"[[162, 423.916]]","[[54, 891.629]]",[],"[[1525, 282.446]]",[],2.753,0.291,0,2.415,10
1722,166A,PUNGGOL CTRL,PUNGGOL,1.394,103.916,821166,"[[161, 291.566]]",[],[],"[[1490, 291.566]]",[],2.32,0,0,1.484,10
1723,101C,PUNGGOL FIELD,PUNGGOL,1.398,103.907,823101,"[[162, 317.887]]","[[54, 874.782]]",[],"[[1525, 154.405]]",[],3.381,0.337,0,2.654,10
1724,196A,PUNGGOL FIELD,PUNGGOL,1.399,103.907,821196,"[[162, 384.843]]","[[54, 788.812]]",[],"[[1525, 52.876]]",[],3.583,0.568,0,2.566,10
1725,197A,PUNGGOL FIELD,PUNGGOL,1.4,103.907,821197,"[[159, 409.038]]","[[54, 750.747]]",[],"[[1525, 66.581]]",[],3.663,0.67,0,2.454,10
1726,199A,PUNGGOL FIELD,PUNGGOL,1.4,103.906,821199,"[[159, 393.0]]","[[54, 687.365]]",[],"[[1525, 51.284]]",[],3.531,0.84,0,2.419,10
1727,199B,PUNGGOL FIELD,PUNGGOL,1.4,103.906,822199,"[[159, 370.556]]","[[54, 652.84]]",[],"[[1525, 86.602]]",[],3.528,0.933,0,2.365,10
1728,199D,PUNGGOL FIELD,PUNGGOL,1.4,103.906,824199,"[[159, 319.645]]","[[54, 646.741]]",[],"[[1525, 111.657]]",[],3.656,0.95,0,2.282,10
1729,110D,PUNGGOL FIELD,PUNGGOL,1.395,103.91,824110,"[[162, 221.027]]",[],[],"[[325, 138.084]]",[],3.381,0,0,2.912,10
1730,173C,PUNGGOL FIELD,PUNGGOL,1.396,103.911,823173,"[[162, 179.459]]",[],[],"[[797, 229.971]]",[],3.705,0,0,2.842,10
1731,173D,PUNGGOL FIELD,PUNGGOL,1.396,103.911,824173,"[[162, 206.574]]",[],[],"[[797, 257.448]]",[],3.622,0,0,2.816,10
1732,128D,PUNGGOL FIELD WALK,PUNGGOL,1.393,103.912,824128,"[[161, 174.1]]",[],[],"[[1490, 174.1]]",[],2.686,0,0,2.294,10
1733,509B,WELLINGTON CIRCLE,SEMBAWANG,1.453,103.821,752509,"[[248, 209.634]]","[[28, 488.405]]",[],"[[1353, 209.634]]",[],3.739,1.375,0,2.454,10
1734,302D,ANCHORVALE LINK,SENGKANG,1.388,103.89,544302,"[[145, 790.669]]","[[86, 702.68]]",[],"[[1389, 130.881]]",[],0.311,1.473,0,1.512,10
1735,314A,ANCHORVALE LINK,SENGKANG,1.391,103.889,541314,"[[153, 870.769]]","[[73, 709.211]]",[],"[[795, 147.987]]",[],0.177,0.782,0,1.472,10
1736,313A,ANCHORVALE RD,SENGKANG,1.392,103.888,541313,[],"[[73, 885.463]]",[],"[[489, 254.033]]",[],0,0.308,0,0.968,10
1737,317D,ANCHORVALE RD,SENGKANG,1.393,103.888,544317,"[[153, 904.795]]","[[73, 862.544]]",[],"[[1273, 133.604]]",[],0.13,0.37,0,0.999,10
1738,310A,ANCHORVALE RD,SENGKANG,1.391,103.885,541310,[],[],[],"[[489, 216.632]]",[],0,0,0,0.373,10
1739,262B,COMPASSVALE ST,SENGKANG,1.395,103.895,542262,"[[153, 60.934]]","[[73, 378.67]]",[],"[[475, 60.934]]",[],1.283,1.67,0,1.791,10
1740,183C,RIVERVALE CRES,SENGKANG,1.391,103.909,543183,"[[150, 420.013]]",[],[],"[[1113, 43.362]]",[],1.856,0,0,2.294,10
1741,158D,RIVERVALE CRES,SENGKANG,1.388,103.907,544158,"[[150, 470.851]]",[],[],"[[1113, 280.076]]",[],1.35,0,0,1.824,10
1742,325B,SENGKANG EAST WAY,SENGKANG,1.393,103.891,542325,"[[153, 624.741]]","[[73, 551.382]]",[],"[[795, 151.07]]",[],0.513,1.206,0,1.83,10
1743,689C,WOODLANDS DR 75,WOODLANDS,1.445,103.808,733689,"[[245, 347.363]]","[[115, 949.146]]",[],"[[970, 69.057]]",[],1.217,0.137,0,0.119,10
1744,315B,ANG MO KIO ST 31,ANG MO KIO,1.364,103.847,563315,"[[23, 95.1]]","[[112, 696.169]]","[[49, 67.095]]","[[893, 95.1]]",[],3.446,0.817,3.154,5.269,10
1745,655B,JURONG WEST ST 61,JURONG WEST,1.336,103.698,642655,"[[397, 353.842]]","[[3, 232.92]]",[],"[[947, 192.71]]",[],2.842,2.062,0,0.625,10
1746,105B,EDGEFIELD PLAINS,PUNGGOL,1.397,103.906,822105,"[[162, 340.046]]","[[54, 925.742]]",[],"[[1525, 253.378]]",[],3.053,0.2,0,2.584,10
1747,107B,EDGEFIELD PLAINS,PUNGGOL,1.397,103.907,822107,"[[162, 196.421]]",[],[],"[[797, 147.824]]",[],3.326,0,0,2.813,10
1748,102D,PUNGGOL FIELD,PUNGGOL,1.398,103.905,824102,"[[162, 467.102]]","[[54, 761.378]]",[],"[[1525, 162.928]]",[],3.072,0.641,0,2.41,10
1749,175D,PUNGGOL FIELD,PUNGGOL,1.398,103.908,824175,"[[162, 250.762]]","[[54, 926.009]]",[],"[[1525, 193.259]]",[],3.774,0.199,0,2.658,10
1750,318D,ANCHORVALE LINK,SENGKANG,1.393,103.89,544318,"[[153, 740.762]]","[[73, 683.375]]",[],"[[1273, 108.973]]",[],0.354,0.851,0,1.532,10
1751,310B,ANCHORVALE RD,SENGKANG,1.391,103.885,542310,[],[],[],"[[489, 245.662]]",[],0,0,0,0.341,10
1752,403A,FERNVALE LANE,SENGKANG,1.389,103.873,791403,"[[13, 372.204]]",[],[],"[[375, 51.245]]",[],1.053,0,0,0.354,10
1753,158C,RIVERVALE CRES,SENGKANG,1.388,103.907,543158,"[[150, 487.427]]",[],[],"[[1113, 307.576]]",[],1.283,0,0,1.75,10
1754,324D,SENGKANG EAST WAY,SENGKANG,1.393,103.891,544324,"[[153, 558.037]]","[[73, 477.4]]",[],"[[795, 179.765]]",[],0.604,1.405,0,1.965,10
1755,118B,JLN MEMBINA,BUKIT MERAH,1.282,103.826,162118,"[[73, 83.733]]","[[40, 506.169]]","[[30, 198.631]]","[[525, 83.733]]",[],3.192,1.328,4.63,5.11,10
1756,118C,JLN MEMBINA,BUKIT MERAH,1.282,103.826,163118,"[[73, 71.185]]","[[40, 454.465]]","[[30, 243.679]]","[[525, 71.185]]",[],3.424,1.467,4.771,5.367,10
1757,690D,CHOA CHU KANG CRES,CHOA CHU KANG,1.402,103.752,684690,"[[282, 820.614]]","[[101, 732.031]]",[],"[[1332, 739.624]]",[],0.245,0.72,0,0.281,10
1758,980A,BUANGKOK CRES,HOUGANG,1.38,103.88,531980,"[[0, 187.213]]",[],[],"[[398, 187.213]]",[],2.517,0,0,1.082,10
1759,108C,MCNAIR RD,KALLANG/WHAMPOA,1.32,103.859,324108,"[[119, 195.764]]","[[30, 240.948]]","[[47, 436.09]]","[[1376, 186.233]]",[],3.037,2.606,3.123,3.815,10
1760,171A,EDGEDALE PLAINS,PUNGGOL,1.395,103.912,821171,"[[161, 82.698]]",[],[],"[[1490, 82.698]]",[],3.313,0,0,2.568,10
1761,107C,EDGEFIELD PLAINS,PUNGGOL,1.397,103.908,823107,"[[162, 155.177]]",[],[],"[[797, 109.581]]",[],3.383,0,0,2.874,10
1762,107D,EDGEFIELD PLAINS,PUNGGOL,1.396,103.908,824107,"[[162, 116.224]]",[],[],"[[797, 86.196]]",[],3.374,0,0,2.921,10
1763,641C,PUNGGOL DR,PUNGGOL,1.399,103.916,823641,"[[164, 67.256]]",[],[],"[[478, 67.256]]",[],2.593,0,0,1.288,10
1764,101D,PUNGGOL FIELD,PUNGGOL,1.398,103.906,824101,"[[162, 381.409]]","[[54, 811.893]]",[],"[[1525, 110.609]]",[],3.333,0.506,0,2.592,10
1765,110B,PUNGGOL FIELD,PUNGGOL,1.396,103.91,822110,"[[162, 123.833]]",[],[],"[[797, 169.53]]",[],3.521,0,0,2.957,10
1766,110C,PUNGGOL FIELD,PUNGGOL,1.395,103.91,823110,"[[162, 174.783]]",[],[],"[[325, 163.109]]",[],3.456,0,0,2.922,10
1767,319A,ANCHORVALE DR,SENGKANG,1.391,103.89,541319,"[[153, 799.358]]","[[73, 605.636]]",[],"[[795, 112.886]]",[],0.274,1.276,0,1.748,10
1768,184A,RIVERVALE CRES,SENGKANG,1.392,103.908,541184,"[[150, 280.916]]",[],[],"[[1113, 210.135]]",[],2.212,0,0,2.701,10
1769,159A,RIVERVALE CRES,SENGKANG,1.388,103.907,541159,"[[150, 527.061]]",[],[],"[[1113, 332.242]]",[],1.164,0,0,1.606,10
1770,105C,EDGEFIELD PLAINS,PUNGGOL,1.398,103.906,823105,"[[162, 396.753]]","[[54, 859.067]]",[],"[[1525, 215.211]]",[],3.002,0.379,0,2.515,10
1771,176C,EDGEFIELD PLAINS,PUNGGOL,1.398,103.909,823176,"[[162, 194.091]]",[],[],"[[797, 173.401]]",[],3.971,0,0,2.679,10
1772,163A,PUNGGOL CTRL,PUNGGOL,1.396,103.914,821163,"[[161, 191.841]]",[],[],"[[1490, 191.841]]",[],3.067,0,0,1.987,10
1773,163B,PUNGGOL CTRL,PUNGGOL,1.396,103.914,822163,"[[161, 184.347]]",[],[],"[[1490, 184.347]]",[],3.16,0,0,2.075,10
1774,642A,PUNGGOL DR,PUNGGOL,1.398,103.917,821642,"[[164, 158.169]]",[],[],"[[478, 158.169]]",[],2.433,0,0,1.256,10
1775,106C,PUNGGOL FIELD,PUNGGOL,1.397,103.908,823106,"[[162, 181.913]]",[],[],"[[797, 131.054]]",[],3.569,0,0,2.808,10
1776,313C,ANCHORVALE RD,SENGKANG,1.392,103.888,543313,"[[153, 945.38]]","[[73, 832.628]]",[],"[[795, 259.409]]",[],0.075,0.45,0,1.13,10
1777,184B,RIVERVALE CRES,SENGKANG,1.392,103.907,542184,"[[150, 254.845]]",[],[],"[[1491, 254.845]]",[],2.277,0,0,2.766,10
1778,157B,RIVERVALE CRES,SENGKANG,1.388,103.908,542157,"[[150, 605.521]]",[],[],"[[1113, 327.916]]",[],0.982,0,0,1.368,10
1779,979A,BUANGKOK CRES,HOUGANG,1.379,103.879,531979,"[[0, 153.857]]",[],[],"[[398, 153.857]]",[],2.396,0,0,0.722,10
1780,980D,BUANGKOK CRES,HOUGANG,1.38,103.881,536980,"[[0, 182.609]]",[],[],"[[398, 182.609]]",[],2.213,0,0,0.916,10
1781,656B,JURONG WEST ST 61,JURONG WEST,1.336,103.699,642656,"[[387, 369.137]]","[[3, 298.924]]",[],"[[947, 320.361]]",[],2.947,2.432,0,0.856,10
1782,653A,JURONG WEST ST 61,JURONG WEST,1.337,103.697,641653,"[[397, 448.129]]","[[3, 108.354]]",[],"[[947, 360.316]]",[],2.639,2.397,0,1.316,10
1783,174B,EDGEDALE PLAINS,PUNGGOL,1.397,103.911,822174,"[[162, 202.695]]",[],[],"[[797, 248.687]]",[],3.841,0,0,2.766,10
1784,102A,PUNGGOL FIELD,PUNGGOL,1.399,103.906,821102,"[[162, 436.354]]","[[54, 757.492]]",[],"[[1525, 93.188]]",[],3.32,0.652,0,2.508,10
1785,175B,PUNGGOL FIELD,PUNGGOL,1.398,103.909,822175,"[[162, 138.144]]",[],[],"[[797, 112.093]]",[],3.913,0,0,2.794,10
1786,320C,ANCHORVALE DR,SENGKANG,1.391,103.891,543320,"[[153, 652.8]]","[[73, 467.384]]",[],"[[795, 116.123]]",[],0.474,1.558,0,2.03,10
1787,764A,WOODLANDS CIRCLE,WOODLANDS,1.446,103.797,731764,"[[249, 158.123]]","[[115, 728.713]]",[],"[[1245, 158.123]]",[],2.246,0.729,0,2.326,10
1788,118D,JLN MEMBINA,BUKIT MERAH,1.283,103.827,164118,"[[73, 89.418]]","[[40, 392.325]]","[[30, 304.696]]","[[525, 89.418]]",[],3.688,1.634,5.067,5.633,10
1789,691B,CHOA CHU KANG CRES,CHOA CHU KANG,1.402,103.752,682691,"[[282, 738.494]]","[[101, 649.715]]",[],"[[1332, 658.073]]",[],0.357,0.942,0,0.555,10
1790,692A,CHOA CHU KANG CRES,CHOA CHU KANG,1.4,103.751,681692,"[[282, 617.484]]","[[101, 522.621]]",[],"[[1503, 538.33]]",[],0.523,1.283,0,0.952,10
1791,981C,BUANGKOK CRES,HOUGANG,1.38,103.88,533981,"[[0, 49.514]]",[],[],"[[398, 49.514]]",[],2.129,0,0,0.619,10
1792,656D,JURONG WEST ST 61,JURONG WEST,1.336,103.7,644656,"[[387, 333.08]]","[[3, 361.027]]",[],"[[947, 323.714]]",[],3.001,2.326,0,0.807,10
1793,638B,PUNGGOL DR,PUNGGOL,1.4,103.915,822638,"[[164, 102.168]]",[],[],"[[478, 102.168]]",[],2.969,0,0,1.459,10
1794,638C,PUNGGOL DR,PUNGGOL,1.4,103.915,823638,"[[164, 69.617]]",[],[],"[[478, 69.617]]",[],2.915,0,0,1.419,10
1795,642B,PUNGGOL DR,PUNGGOL,1.398,103.916,822642,"[[164, 123.57]]",[],[],"[[478, 123.57]]",[],2.649,0,0,1.376,10
1796,690B,CHOA CHU KANG CRES,CHOA CHU KANG,1.403,103.752,682690,"[[282, 883.263]]","[[101, 800.751]]",[],"[[1332, 796.758]]",[],0.159,0.536,0,0.094,10
1797,978C,BUANGKOK CRES,HOUGANG,1.38,103.879,533978,"[[0, 110.574]]",[],[],"[[398, 110.574]]",[],2.19,0,0,0.547,10
1798,978D,BUANGKOK CRES,HOUGANG,1.38,103.879,536978,"[[0, 87.817]]",[],[],"[[398, 87.817]]",[],2.245,0,0,0.675,10
1799,109D,EDGEDALE PLAINS,PUNGGOL,1.396,103.909,824109,"[[162, 117.524]]",[],[],"[[797, 140.908]]",[],3.369,0,0,2.989,10
1800,174C,EDGEDALE PLAINS,PUNGGOL,1.397,103.91,823174,"[[162, 164.763]]",[],[],"[[797, 206.785]]",[],3.935,0,0,2.798,10
1801,197B,PUNGGOL FIELD,PUNGGOL,1.4,103.907,822197,"[[159, 364.715]]","[[54, 706.869]]",[],"[[1525, 82.125]]",[],3.67,0.788,0,2.365,10
1802,77A,REDHILL RD,BUKIT MERAH,1.288,103.817,151077,"[[64, 216.199]]","[[87, 157.003]]","[[80, 126.156]]","[[1030, 172.258]]",[],1.772,2.266,6.553,3.503,10
1803,981A,BUANGKOK CRES,HOUGANG,1.38,103.881,531981,"[[0, 157.71]]",[],[],"[[398, 157.71]]",[],2.21,0,0,0.87,10
1804,271C,JURONG WEST ST 24,JURONG WEST,1.35,103.704,643271,"[[416, 179.281]]",[],[],"[[541, 391.329]]",[],1.135,0,0,0.456,10
1805,653B,JURONG WEST ST 61,JURONG WEST,1.336,103.697,642653,"[[397, 364.593]]","[[3, 181.309]]",[],"[[947, 270.819]]",[],2.758,2.201,0,0.992,10
1806,108B,MCNAIR RD,KALLANG/WHAMPOA,1.32,103.859,323108,"[[119, 190.998]]","[[30, 293.961]]","[[47, 488.874]]","[[1376, 238.574]]",[],3.241,2.358,3.241,3.768,10
1807,172C,EDGEDALE PLAINS,PUNGGOL,1.395,103.912,823172,"[[161, 145.486]]",[],[],"[[1490, 145.486]]",[],3.414,0,0,2.497,10
1808,161B,PUNGGOL CTRL,PUNGGOL,1.396,103.915,822161,"[[161, 314.774]]",[],[],"[[1490, 314.774]]",[],2.721,0,0,1.636,10
1809,637B,PUNGGOL DR,PUNGGOL,1.399,103.915,822637,"[[164, 108.96]]",[],[],"[[478, 108.96]]",[],3.086,0,0,1.57,10
1810,493,ADMIRALTY LINK,SEMBAWANG,1.457,103.817,750493,"[[248, 426.998]]","[[28, 909.79]]",[],"[[583, 156.689]]",[],3.444,0.243,0,1.415,10
1811,314D,ANCHORVALE LINK,SENGKANG,1.391,103.889,544314,"[[153, 835.887]]","[[73, 693.328]]",[],"[[795, 119.762]]",[],0.224,0.824,0,1.529,10
1812,318B,ANCHORVALE LINK,SENGKANG,1.394,103.889,542318,"[[153, 790.306]]","[[73, 767.789]]",[],"[[1273, 20.631]]",[],0.286,0.624,0,1.286,10
1813,689D,WOODLANDS DR 75,WOODLANDS,1.444,103.809,734689,"[[245, 321.558]]","[[115, 955.084]]",[],"[[970, 96.114]]",[],1.225,0.121,0,0.108,10
1814,691A,CHOA CHU KANG CRES,CHOA CHU KANG,1.401,103.751,681691,"[[282, 696.261]]","[[101, 605.496]]",[],"[[1332, 618.488]]",[],0.415,1.061,0,0.694,10
1815,271A,JURONG WEST ST 24,JURONG WEST,1.351,103.704,641271,"[[416, 241.89]]",[],[],"[[541, 307.615]]",[],1.036,0,0,0.424,10
1816,271D,JURONG WEST ST 24,JURONG WEST,1.35,103.705,644271,"[[416, 215.795]]",[],[],"[[541, 420.02]]",[],1.177,0,0,0.437,10
1817,641A,PUNGGOL DR,PUNGGOL,1.399,103.917,821641,"[[164, 148.646]]",[],[],"[[478, 148.646]]",[],2.287,0,0,1.145,10
1818,642D,PUNGGOL DR,PUNGGOL,1.399,103.916,824642,"[[164, 61.482]]",[],[],"[[478, 61.482]]",[],2.823,0,0,1.437,10
1819,173A,PUNGGOL FIELD,PUNGGOL,1.397,103.909,821173,"[[162, 62.651]]",[],[],"[[797, 90.787]]",[],3.946,0,0,2.889,10
1820,173B,PUNGGOL FIELD,PUNGGOL,1.397,103.91,822173,"[[162, 118.653]]",[],[],"[[797, 167.016]]",[],3.853,0,0,2.879,10
1821,509A,WELLINGTON CIRCLE,SEMBAWANG,1.453,103.821,751509,"[[248, 167.997]]","[[28, 454.681]]",[],"[[1353, 167.997]]",[],4.041,1.466,0,2.668,10
1822,403C,FERNVALE LANE,SENGKANG,1.388,103.873,793403,"[[13, 435.78]]",[],[],"[[375, 123.819]]",[],0.873,0,0,0.248,10
1823,407B,FERNVALE RD,SENGKANG,1.389,103.875,792407,"[[13, 456.421]]",[],[],"[[375, 181.975]]",[],0.901,0,0,0.373,10
1824,157C,RIVERVALE CRES,SENGKANG,1.388,103.908,543157,"[[150, 561.929]]",[],[],"[[1113, 325.278]]",[],1.087,0,0,1.505,10
1825,690F,WOODLANDS DR 75,WOODLANDS,1.443,103.807,736690,"[[245, 92.332]]","[[115, 753.567]]",[],"[[970, 203.725]]",[],1.953,0.662,0,0.353,10
1826,981B,BUANGKOK CRES,HOUGANG,1.38,103.88,532981,"[[0, 87.659]]",[],[],"[[398, 87.659]]",[],2.177,0,0,0.726,10
1827,107A,EDGEFIELD PLAINS,PUNGGOL,1.397,103.907,821107,"[[162, 250.927]]","[[54, 973.01]]",[],"[[797, 200.447]]",[],3.303,0.073,0,2.721,10
1828,316B,ANCHORVALE LINK,SENGKANG,1.393,103.889,542316,"[[153, 823.152]]","[[73, 751.822]]",[],"[[1273, 128.199]]",[],0.242,0.667,0,1.359,10
1829,690E,WOODLANDS DR 75,WOODLANDS,1.442,103.808,735690,"[[245, 134.589]]","[[115, 803.43]]",[],"[[970, 255.54]]",[],1.772,0.528,0,0.241,10
1830,17A,TELOK BLANGAH CRES,BUKIT MERAH,1.277,103.822,91017,"[[60, 265.296]]",[],"[[29, 325.985]]","[[239, 232.105]]",[],1.697,0,4.36,1.819,10
1831,984A,BUANGKOK LINK,HOUGANG,1.382,103.881,531984,"[[0, 246.645]]",[],[],"[[398, 246.645]]",[],1.69,0,0,0.59,10
1832,271B,JURONG WEST ST 24,JURONG WEST,1.351,103.704,642271,"[[416, 210.826]]",[],[],"[[541, 351.99]]",[],1.078,0,0,0.431,10
1833,272B,JURONG WEST ST 24,JURONG WEST,1.351,103.705,642272,"[[416, 250.103]]",[],[],"[[541, 367.244]]",[],1.091,0,0,0.389,10
1834,176A,EDGEFIELD PLAINS,PUNGGOL,1.399,103.908,821176,"[[162, 266.468]]","[[54, 934.781]]",[],"[[1525, 224.292]]",[],3.899,0.175,0,2.569,10
1835,161A,PUNGGOL CTRL,PUNGGOL,1.396,103.915,821161,"[[161, 294.377]]",[],[],"[[1490, 294.377]]",[],2.839,0,0,1.722,10
1836,110A,PUNGGOL FIELD,PUNGGOL,1.396,103.909,821110,"[[162, 59.759]]",[],[],"[[797, 106.154]]",[],3.699,0,0,2.971,10
1837,412A,FERNVALE LINK,SENGKANG,1.389,103.878,791412,"[[13, 676.266]]",[],[],"[[978, 433.614]]",[],0.525,0,0,0.293,10
1838,688E,WOODLANDS DR 75,WOODLANDS,1.444,103.808,735688,"[[245, 226.091]]","[[115, 852.684]]",[],"[[970, 71.81]]",[],1.501,0.396,0,0.231,10
1839,272C,JURONG WEST ST 24,JURONG WEST,1.351,103.705,643272,"[[416, 270.887]]",[],[],"[[541, 317.362]]",[],1.003,0,0,0.357,10
1840,272D,JURONG WEST ST 24,JURONG WEST,1.351,103.704,644272,"[[416, 282.867]]",[],[],"[[541, 288.647]]",[],0.98,0,0,0.358,10
1841,313D,ANCHORVALE RD,SENGKANG,1.392,103.888,544313,"[[153, 979.403]]","[[73, 882.033]]",[],"[[1273, 260.118]]",[],0.028,0.317,0,0.97,10
1842,158B,RIVERVALE CRES,SENGKANG,1.388,103.907,542158,"[[150, 441.151]]",[],[],"[[1113, 318.203]]",[],1.382,0,0,1.877,10
1843,979C,BUANGKOK CRES,HOUGANG,1.38,103.88,533979,"[[0, 158.164]]",[],[],"[[398, 158.164]]",[],2.456,0,0,0.959,10
1844,272A,JURONG WEST ST 24,JURONG WEST,1.35,103.705,641272,"[[416, 260.702]]",[],[],"[[541, 409.093]]",[],1.145,0,0,0.39,10
1845,638A,PUNGGOL DR,PUNGGOL,1.4,103.915,821638,"[[164, 145.46]]",[],[],"[[478, 145.46]]",[],2.987,0,0,1.471,10
1846,504A,MONTREAL DR,SEMBAWANG,1.451,103.824,751504,"[[248, 592.436]]","[[28, 517.15]]",[],"[[1518, 172.269]]",[],1.887,1.298,0,1.608,10
1847,588B,MONTREAL DR,SEMBAWANG,1.45,103.825,752588,"[[293, 699.496]]","[[28, 586.352]]",[],"[[1518, 241.325]]",[],1.429,1.112,0,1.143,10
1848,413B,FERNVALE LINK,SENGKANG,1.39,103.879,792413,"[[13, 730.971]]",[],[],"[[978, 443.387]]",[],0.38,0,0,0.299,10
1849,688F,WOODLANDS DR 75,WOODLANDS,1.444,103.808,736688,"[[245, 262.031]]","[[115, 874.856]]",[],"[[970, 35.028]]",[],1.429,0.336,0,0.218,10
1850,4A,BOON TIONG RD,BUKIT MERAH,1.287,103.832,164004,"[[72, 293.482]]","[[40, 563.491]]","[[22, 218.81]]","[[630, 268.567]]",[],5.481,1.713,5.809,3.781,10
1851,103C,EDGEFIELD PLAINS,PUNGGOL,1.397,103.905,823103,"[[162, 501.4]]","[[54, 854.656]]",[],"[[1525, 315.585]]",[],2.478,0.391,0,2.21,10
1852,160B,PUNGGOL CTRL,PUNGGOL,1.395,103.916,822160,"[[161, 361.5]]",[],[],"[[1490, 361.5]]",[],2.345,0,0,1.406,10
1853,637D,PUNGGOL DR,PUNGGOL,1.399,103.915,824637,"[[164, 60.14]]",[],[],"[[478, 60.14]]",[],2.954,0,0,1.495,10
1854,642C,PUNGGOL DR,PUNGGOL,1.399,103.916,823642,"[[164, 88.433]]",[],[],"[[478, 88.433]]",[],2.678,0,0,1.366,10
1855,312A,ANCHORVALE LANE,SENGKANG,1.392,103.885,541312,[],[],[],"[[489, 279.997]]",[],0,0,0,0.373,10
1856,406B,FERNVALE RD,SENGKANG,1.388,103.874,792406,"[[13, 462.987]]",[],[],"[[375, 127.492]]",[],0.836,0,0,0.308,10
1857,654A,JURONG WEST ST 61,JURONG WEST,1.336,103.698,641654,"[[387, 402.355]]","[[3, 195.054]]",[],"[[947, 276.21]]",[],2.803,2.413,0,0.741,10
1858,654B,JURONG WEST ST 61,JURONG WEST,1.336,103.698,642654,"[[387, 417.113]]","[[3, 172.796]]",[],"[[947, 270.522]]",[],2.805,2.377,0,0.792,10
1859,162A,PUNGGOL CTRL,PUNGGOL,1.396,103.914,821162,"[[161, 281.891]]",[],[],"[[1490, 281.891]]",[],3.153,0,0,1.954,10
1860,641B,PUNGGOL DR,PUNGGOL,1.399,103.917,822641,"[[164, 99.364]]",[],[],"[[478, 99.364]]",[],2.473,0,0,1.233,10
1861,316C,ANCHORVALE LINK,SENGKANG,1.393,103.888,543316,"[[153, 863.25]]","[[73, 807.428]]",[],"[[1273, 116.243]]",[],0.187,0.518,0,1.186,10
1862,207B,COMPASSVALE LANE,SENGKANG,1.385,103.898,543207,"[[144, 363.405]]","[[86, 613.161]]",[],"[[796, 102.743]]",[],2.309,1.555,0,2.116,10
1863,405C,FERNVALE LANE,SENGKANG,1.389,103.873,793405,"[[13, 349.178]]",[],[],"[[375, 12.718]]",[],1.122,0,0,0.407,10
1864,406C,FERNVALE RD,SENGKANG,1.389,103.875,793406,"[[13, 457.7]]",[],[],"[[375, 145.23]]",[],0.869,0,0,0.339,10
1865,403B,FERNVALE LANE,SENGKANG,1.389,103.873,792403,"[[13, 383.891]]",[],[],"[[375, 80.44]]",[],1.016,0,0,0.317,10
1866,408B,FERNVALE RD,SENGKANG,1.389,103.876,792408,"[[13, 525.386]]",[],[],"[[375, 283.446]]",[],0.79,0,0,0.353,10
1867,985B,BUANGKOK CRES,HOUGANG,1.381,103.88,532985,"[[0, 69.829]]",[],[],"[[398, 69.829]]",[],1.919,0,0,0.525,10
1868,984D,BUANGKOK LINK,HOUGANG,1.382,103.881,537984,"[[0, 250.157]]",[],[],"[[398, 250.157]]",[],1.579,0,0,0.443,10
1869,508C,WELLINGTON CIRCLE,SEMBAWANG,1.453,103.821,753508,"[[248, 246.841]]","[[28, 453.042]]",[],"[[1353, 246.841]]",[],3.593,1.47,0,2.492,10
